VentaID,ClienteID,ProductoID,Cantidad,FechaVenta,Region,ProductoID,NombreProducto,Categoria,PrecioUnitario,ClienteID,NombreCliente,Email,Telefono,Direccion,CategoriasID,NombreCategoria,Venta Total,TransaccionID
261,1099,503,1,9/6/2024,Sur,503,Producto 3,Juguetería,1037.4,1099,Cliente 99,cliente99@example.com,555-2620,Calle 99 #516,2,Jugueteria,1037.4,161
262,1060,518,1,10/6/2024,Sur,518,Producto 18,Periféricos,889.12,1060,Cliente 60,cliente60@example.com,555-6932,Calle 60 #33,4,Perifericos,889.12,162
263,1090,513,4,11/6/2024,Sur,513,Producto 13,Hogar,1030.34,1090,Cliente 90,cliente90@example.com,555-6823,Calle 90 #844,1,Hogar,4121.36,163
264,1048,523,6,12/6/2024,Este,523,Producto 23,Periféricos,784.96,1048,Cliente 48,cliente48@example.com,555-8379,Calle 48 #590,4,Perifericos,4709.76,164
265,1093,511,9,13/6/2024,Norte,511,Producto 11,Juguetería,1581.68,1093,Cliente 93,cliente93@example.com,555-8416,Calle 93 #550,2,Jugueteria,14235.12,165
266,1019,511,4,14/6/2024,Sur,511,Producto 11,Juguetería,1581.68,1019,Cliente 19,cliente19@example.com,555-3214,Calle 19 #290,2,Jugueteria,6326.72,166
267,1030,527,9,15/6/2024,Norte,527,Producto 27,Juguetería,1041.34,1030,Cliente 30,cliente30@example.com,555-3833,Calle 30 #544,2,Jugueteria,9372.06,167
268,1015,527,1,16/6/2024,Norte,527,Producto 27,Juguetería,1041.34,1015,Cliente 15,cliente15@example.com,555-5737,Calle 15 #4,2,Jugueteria,1041.34,168
269,1051,524,6,17/6/2024,Este,524,Producto 24,Hogar,1477.99,1051,Cliente 51,cliente51@example.com,555-3903,Calle 51 #234,1,Hogar,8867.94,169
270,1085,503,4,18/6/2024,Sur,503,Producto 3,Juguetería,1037.4,1085,Cliente 85,cliente85@example.com,555-4949,Calle 85 #15,2,Jugueteria,4149.6,170
271,1094,501,1,19/6/2024,Sur,501,Producto 1,Juguetería,1945.7,1094,Cliente 94,cliente94@example.com,555-5573,Calle 94 #929,2,Jugueteria,1945.7,171
272,1002,514,3,20/6/2024,Sur,514,Producto 14,Hogar,36.84,1002,Cliente 2,cliente2@example.com,555-1159,Calle 2 #506,1,Hogar,110.52,172
273,1082,530,9,21/6/2024,Oeste,530,Producto 30,Electrónica,582.82,1082,Cliente 82,cliente82@example.com,555-3186,Calle 82 #935,3,Electronica,5245.38,173
274,1068,517,9,22/6/2024,Oeste,517,Producto 17,Hogar,255.04,1068,Cliente 68,cliente68@example.com,555-9296,Calle 68 #254,1,Hogar,2295.36,174
275,1041,506,4,23/6/2024,Oeste,506,Producto 6,Hogar,941.46,1041,Cliente 41,cliente41@example.com,555-5240,Calle 41 #849,1,Hogar,3765.84,175
276,1051,502,6,24/6/2024,Sur,502,Producto 2,Electrónica,1317.19,1051,Cliente 51,cliente51@example.com,555-3903,Calle 51 #234,3,Electronica,7903.14,176
277,1043,516,1,25/6/2024,Sur,516,Producto 16,Juguetería,281.38,1043,Cliente 43,cliente43@example.com,555-9155,Calle 43 #38,2,Jugueteria,281.38,177
278,1021,514,9,26/6/2024,Este,514,Producto 14,Hogar,36.84,1021,Cliente 21,cliente21@example.com,555-9698,Calle 21 #740,1,Hogar,331.56,178
279,1010,522,9,27/6/2024,Oeste,522,Producto 22,Electrónica,782.85,1010,Cliente 10,cliente10@example.com,555-1302,Calle 10 #772,3,Electronica,7045.65,179
280,1046,526,9,28/6/2024,Sur,526,Producto 26,Electrónica,800.27,1046,Cliente 46,cliente46@example.com,555-1374,Calle 46 #459,3,Electronica,7202.43,180
281,1089,517,3,29/6/2024,Sur,517,Producto 17,Hogar,255.04,1089,Cliente 89,cliente89@example.com,555-8716,Calle 89 #161,1,Hogar,765.12,181
282,1057,527,5,30/6/2024,Norte,527,Producto 27,Juguetería,1041.34,1057,Cliente 57,cliente57@example.com,555-3017,Calle 57 #334,2,Jugueteria,5206.7,182
283,1089,501,5,1/7/2024,Oeste,501,Producto 1,Juguetería,1945.7,1089,Cliente 89,cliente89@example.com,555-8716,Calle 89 #161,2,Jugueteria,9728.5,183
284,1012,529,2,2/7/2024,Este,529,Producto 29,Electrónica,112.85,1012,Cliente 12,cliente12@example.com,555-5692,Calle 12 #991,3,Electronica,225.7,184
285,1055,501,6,3/7/2024,Norte,501,Producto 1,Juguetería,1945.7,1055,Cliente 55,cliente55@example.com,555-7723,Calle 55 #930,2,Jugueteria,11674.2,185
286,1007,512,6,4/7/2024,Sur,512,Producto 12,Hogar,553.49,1007,Cliente 7,cliente7@example.com,555-5890,Calle 7 #848,1,Hogar,3320.94,186
287,1022,515,6,5/7/2024,Oeste,515,Producto 15,Hogar,1858.17,1022,Cliente 22,cliente22@example.com,555-6826,Calle 22 #131,1,Hogar,11149.02,187
288,1052,513,8,6/7/2024,Oeste,513,Producto 13,Hogar,1030.34,1052,Cliente 52,cliente52@example.com,555-1812,Calle 52 #580,1,Hogar,8242.72,188
289,1036,525,1,7/7/2024,Sur,525,Producto 25,Hogar,1974.19,1036,Cliente 36,cliente36@example.com,555-7590,Calle 36 #977,1,Hogar,1974.19,189
290,1061,524,6,8/7/2024,Este,524,Producto 24,Hogar,1477.99,1061,Cliente 61,cliente61@example.com,555-5936,Calle 61 #739,1,Hogar,8867.94,190
291,1047,513,3,9/7/2024,Oeste,513,Producto 13,Hogar,1030.34,1047,Cliente 47,cliente47@example.com,555-6149,Calle 47 #686,1,Hogar,3091.02,191
292,1024,508,4,10/7/2024,Sur,508,Producto 8,Periféricos,1118.84,1024,Cliente 24,cliente24@example.com,555-3073,Calle 24 #736,4,Perifericos,4475.36,192
293,1043,507,6,11/7/2024,Norte,507,Producto 7,Juguetería,209.15,1043,Cliente 43,cliente43@example.com,555-9155,Calle 43 #38,2,Jugueteria,1254.9,193
294,1053,512,3,12/7/2024,Oeste,512,Producto 12,Hogar,553.49,1053,Cliente 53,cliente53@example.com,555-8734,Calle 53 #774,1,Hogar,1660.47,194
295,1066,524,3,13/7/2024,Este,524,Producto 24,Hogar,1477.99,1066,Cliente 66,cliente66@example.com,555-4178,Calle 66 #944,1,Hogar,4433.97,195
296,1095,504,9,14/7/2024,Este,504,Producto 4,Electrónica,1195.43,1095,Cliente 95,cliente95@example.com,555-4408,Calle 95 #401,3,Electronica,10758.87,196
297,1053,507,8,15/7/2024,Oeste,507,Producto 7,Juguetería,209.15,1053,Cliente 53,cliente53@example.com,555-8734,Calle 53 #774,2,Jugueteria,1673.2,197
298,1074,509,7,16/7/2024,Este,509,Producto 9,Juguetería,560.93,1074,Cliente 74,cliente74@example.com,555-2762,Calle 74 #269,2,Jugueteria,3926.51,198
299,1095,518,8,17/7/2024,Sur,518,Producto 18,Periféricos,889.12,1095,Cliente 95,cliente95@example.com,555-4408,Calle 95 #401,4,Perifericos,7112.96,199
300,1058,514,6,18/7/2024,Oeste,514,Producto 14,Hogar,36.84,1058,Cliente 58,cliente58@example.com,555-6730,Calle 58 #827,1,Hogar,221.04,200
301,1070,523,1,19/7/2024,Oeste,523,Producto 23,Periféricos,784.96,1070,Cliente 70,cliente70@example.com,555-5462,Calle 70 #269,4,Perifericos,784.96,201
302,1046,506,1,20/7/2024,Norte,506,Producto 6,Hogar,941.46,1046,Cliente 46,cliente46@example.com,555-1374,Calle 46 #459,1,Hogar,941.46,202
303,1010,526,5,21/7/2024,Sur,526,Producto 26,Electrónica,800.27,1010,Cliente 10,cliente10@example.com,555-1302,Calle 10 #772,3,Electronica,4001.35,203
304,1068,524,3,22/7/2024,Norte,524,Producto 24,Hogar,1477.99,1068,Cliente 68,cliente68@example.com,555-9296,Calle 68 #254,1,Hogar,4433.97,204
305,1028,516,1,23/7/2024,Norte,516,Producto 16,Juguetería,281.38,1028,Cliente 28,cliente28@example.com,555-5676,Calle 28 #21,2,Jugueteria,281.38,205
306,1074,506,4,24/7/2024,Norte,506,Producto 6,Hogar,941.46,1074,Cliente 74,cliente74@example.com,555-2762,Calle 74 #269,1,Hogar,3765.84,206
307,1064,519,7,25/7/2024,Oeste,519,Producto 19,Periféricos,1387.56,1064,Cliente 64,cliente64@example.com,555-8040,Calle 64 #494,4,Perifericos,9712.92,207
308,1084,512,5,26/7/2024,Sur,512,Producto 12,Hogar,553.49,1084,Cliente 84,cliente84@example.com,555-7865,Calle 84 #320,1,Hogar,2767.45,208
309,1070,501,6,27/7/2024,Oeste,501,Producto 1,Juguetería,1945.7,1070,Cliente 70,cliente70@example.com,555-5462,Calle 70 #269,2,Jugueteria,11674.2,209
310,1063,501,8,28/7/2024,Norte,501,Producto 1,Juguetería,1945.7,1063,Cliente 63,cliente63@example.com,555-3563,Calle 63 #653,2,Jugueteria,15565.6,210
311,1036,528,2,29/7/2024,Sur,528,Producto 28,Electrónica,148.14,1036,Cliente 36,cliente36@example.com,555-7590,Calle 36 #977,3,Electronica,296.28,211
312,1012,521,8,30/7/2024,Oeste,521,Producto 21,Electrónica,392.57,1012,Cliente 12,cliente12@example.com,555-5692,Calle 12 #991,3,Electronica,3140.56,212
313,1029,501,2,31/7/2024,Sur,501,Producto 1,Juguetería,1945.7,1029,Cliente 29,cliente29@example.com,555-6199,Calle 29 #119,2,Jugueteria,3891.4,213
314,1085,512,7,1/8/2024,Oeste,512,Producto 12,Hogar,553.49,1085,Cliente 85,cliente85@example.com,555-4949,Calle 85 #15,1,Hogar,3874.43,214
315,1005,516,1,2/8/2024,Sur,516,Producto 16,Juguetería,281.38,1005,Cliente 5,cliente5@example.com,555-2684,Calle 5 #824,2,Jugueteria,281.38,215
316,1082,522,1,3/8/2024,Este,522,Producto 22,Electrónica,782.85,1082,Cliente 82,cliente82@example.com,555-3186,Calle 82 #935,3,Electronica,782.85,216
317,1096,501,2,4/8/2024,Sur,501,Producto 1,Juguetería,1945.7,1096,Cliente 96,cliente96@example.com,555-6322,Calle 96 #585,2,Jugueteria,3891.4,217
318,1039,504,2,5/8/2024,Oeste,504,Producto 4,Electrónica,1195.43,1039,Cliente 39,cliente39@example.com,555-6551,Calle 39 #403,3,Electronica,2390.86,218
319,1061,515,3,6/8/2024,Este,515,Producto 15,Hogar,1858.17,1061,Cliente 61,cliente61@example.com,555-5936,Calle 61 #739,1,Hogar,5574.51,219
320,1039,513,2,7/8/2024,Norte,513,Producto 13,Hogar,1030.34,1039,Cliente 39,cliente39@example.com,555-6551,Calle 39 #403,1,Hogar,2060.68,220
321,1034,506,9,8/8/2024,Sur,506,Producto 6,Hogar,941.46,1034,Cliente 34,cliente34@example.com,555-2686,Calle 34 #154,1,Hogar,8473.14,221
322,1094,504,1,9/8/2024,Oeste,504,Producto 4,Electrónica,1195.43,1094,Cliente 94,cliente94@example.com,555-5573,Calle 94 #929,3,Electronica,1195.43,222
323,1071,506,9,10/8/2024,Este,506,Producto 6,Hogar,941.46,1071,Cliente 71,cliente71@example.com,555-4222,Calle 71 #277,1,Hogar,8473.14,223
324,1080,504,1,11/8/2024,Norte,504,Producto 4,Electrónica,1195.43,1080,Cliente 80,cliente80@example.com,555-7125,Calle 80 #661,3,Electronica,1195.43,224
325,1030,513,9,12/8/2024,Este,513,Producto 13,Hogar,1030.34,1030,Cliente 30,cliente30@example.com,555-3833,Calle 30 #544,1,Hogar,9273.06,225
326,1025,530,6,13/8/2024,Norte,530,Producto 30,Electrónica,582.82,1025,Cliente 25,cliente25@example.com,555-9078,Calle 25 #948,3,Electronica,3496.92,226
327,1011,523,5,14/8/2024,Sur,523,Producto 23,Periféricos,784.96,1011,Cliente 11,cliente11@example.com,555-6675,Calle 11 #946,4,Perifericos,3924.8,227
328,1082,514,6,15/8/2024,Oeste,514,Producto 14,Hogar,36.84,1082,Cliente 82,cliente82@example.com,555-3186,Calle 82 #935,1,Hogar,221.04,228
329,1052,519,2,16/8/2024,Oeste,519,Producto 19,Periféricos,1387.56,1052,Cliente 52,cliente52@example.com,555-1812,Calle 52 #580,4,Perifericos,2775.12,229
330,1057,505,1,17/8/2024,Norte,505,Producto 5,Juguetería,867.83,1057,Cliente 57,cliente57@example.com,555-3017,Calle 57 #334,2,Jugueteria,867.83,230
331,1099,507,8,18/8/2024,Este,507,Producto 7,Juguetería,209.15,1099,Cliente 99,cliente99@example.com,555-2620,Calle 99 #516,2,Jugueteria,1673.2,231
332,1022,525,9,19/8/2024,Este,525,Producto 25,Hogar,1974.19,1022,Cliente 22,cliente22@example.com,555-6826,Calle 22 #131,1,Hogar,17767.71,232
333,1025,513,3,20/8/2024,Sur,513,Producto 13,Hogar,1030.34,1025,Cliente 25,cliente25@example.com,555-9078,Calle 25 #948,1,Hogar,3091.02,233
334,1030,523,8,21/8/2024,Norte,523,Producto 23,Periféricos,784.96,1030,Cliente 30,cliente30@example.com,555-3833,Calle 30 #544,4,Perifericos,6279.68,234
335,1058,525,7,22/8/2024,Sur,525,Producto 25,Hogar,1974.19,1058,Cliente 58,cliente58@example.com,555-6730,Calle 58 #827,1,Hogar,13819.33,235
336,1040,521,6,23/8/2024,Norte,521,Producto 21,Electrónica,392.57,1040,Cliente 40,cliente40@example.com,555-3712,Calle 40 #972,3,Electronica,2355.42,236
337,1020,529,9,24/8/2024,Oeste,529,Producto 29,Electrónica,112.85,1020,Cliente 20,cliente20@example.com,555-9698,Calle 20 #983,3,Electronica,1015.65,237
338,1070,513,1,25/8/2024,Norte,513,Producto 13,Hogar,1030.34,1070,Cliente 70,cliente70@example.com,555-5462,Calle 70 #269,1,Hogar,1030.34,238
339,1002,507,2,26/8/2024,Este,507,Producto 7,Juguetería,209.15,1002,Cliente 2,cliente2@example.com,555-1159,Calle 2 #506,2,Jugueteria,418.3,239
340,1071,522,2,27/8/2024,Norte,522,Producto 22,Electrónica,782.85,1071,Cliente 71,cliente71@example.com,555-4222,Calle 71 #277,3,Electronica,1565.7,240
341,1065,519,1,28/8/2024,Este,519,Producto 19,Periféricos,1387.56,1065,Cliente 65,cliente65@example.com,555-1911,Calle 65 #634,4,Perifericos,1387.56,241
342,1086,518,5,29/8/2024,Sur,518,Producto 18,Periféricos,889.12,1086,Cliente 86,cliente86@example.com,555-1791,Calle 86 #10,4,Perifericos,4445.6,242
343,1070,518,4,30/8/2024,Sur,518,Producto 18,Periféricos,889.12,1070,Cliente 70,cliente70@example.com,555-5462,Calle 70 #269,4,Perifericos,3556.48,243
344,1001,503,2,31/8/2024,Este,503,Producto 3,Juguetería,1037.4,1001,Cliente 1,cliente1@example.com,555-6805,Calle 1 #337,2,Jugueteria,2074.8,244
345,1027,501,7,1/9/2024,Oeste,501,Producto 1,Juguetería,1945.7,1027,Cliente 27,cliente27@example.com,555-4436,Calle 27 #993,2,Jugueteria,13619.9,245
346,1061,530,1,2/9/2024,Este,530,Producto 30,Electrónica,582.82,1061,Cliente 61,cliente61@example.com,555-5936,Calle 61 #739,3,Electronica,582.82,246
347,1088,517,5,3/9/2024,Norte,517,Producto 17,Hogar,255.04,1088,Cliente 88,cliente88@example.com,555-1515,Calle 88 #820,1,Hogar,1275.2,247
348,1036,519,4,4/9/2024,Sur,519,Producto 19,Periféricos,1387.56,1036,Cliente 36,cliente36@example.com,555-7590,Calle 36 #977,4,Perifericos,5550.24,248
349,1043,522,6,5/9/2024,Norte,522,Producto 22,Electrónica,782.85,1043,Cliente 43,cliente43@example.com,555-9155,Calle 43 #38,3,Electronica,4697.1,249
350,1056,511,2,6/9/2024,Norte,511,Producto 11,Juguetería,1581.68,1056,Cliente 56,cliente56@example.com,555-7468,Calle 56 #618,2,Jugueteria,3163.36,250
351,1083,506,1,7/9/2024,Norte,506,Producto 6,Hogar,941.46,1083,Cliente 83,cliente83@example.com,555-6916,Calle 83 #878,1,Hogar,941.46,251
352,1032,509,9,8/9/2024,Oeste,509,Producto 9,Juguetería,560.93,1032,Cliente 32,cliente32@example.com,555-4783,Calle 32 #993,2,Jugueteria,5048.37,252
353,1094,527,7,9/9/2024,Este,527,Producto 27,Juguetería,1041.34,1094,Cliente 94,cliente94@example.com,555-5573,Calle 94 #929,2,Jugueteria,7289.38,253
354,1071,503,8,10/9/2024,Norte,503,Producto 3,Juguetería,1037.4,1071,Cliente 71,cliente71@example.com,555-4222,Calle 71 #277,2,Jugueteria,8299.2,254
355,1099,509,2,11/9/2024,Este,509,Producto 9,Juguetería,560.93,1099,Cliente 99,cliente99@example.com,555-2620,Calle 99 #516,2,Jugueteria,1121.86,255
356,1078,520,7,12/9/2024,Este,520,Producto 20,Electrónica,1713.66,1078,Cliente 78,cliente78@example.com,555-3615,Calle 78 #74,3,Electronica,11995.62,256
357,1067,521,2,13/9/2024,Oeste,521,Producto 21,Electrónica,392.57,1067,Cliente 67,cliente67@example.com,555-9767,Calle 67 #751,3,Electronica,785.14,257
358,1037,530,8,14/9/2024,Este,530,Producto 30,Electrónica,582.82,1037,Cliente 37,cliente37@example.com,555-2807,Calle 37 #678,3,Electronica,4662.56,258
359,1045,505,8,15/9/2024,Oeste,505,Producto 5,Juguetería,867.83,1045,Cliente 45,cliente45@example.com,555-7128,Calle 45 #818,2,Jugueteria,6942.64,259
360,1024,521,3,16/9/2024,Sur,521,Producto 21,Electrónica,392.57,1024,Cliente 24,cliente24@example.com,555-3073,Calle 24 #736,3,Electronica,1177.71,260
361,1029,507,3,17/9/2024,Oeste,507,Producto 7,Juguetería,209.15,1029,Cliente 29,cliente29@example.com,555-6199,Calle 29 #119,2,Jugueteria,627.45,261
362,1006,515,7,18/9/2024,Oeste,515,Producto 15,Hogar,1858.17,1006,Cliente 6,cliente6@example.com,555-4164,Calle 6 #843,1,Hogar,13007.19,262
363,1081,523,6,19/9/2024,Sur,523,Producto 23,Periféricos,784.96,1081,Cliente 81,cliente81@example.com,555-8685,Calle 81 #582,4,Perifericos,4709.76,263
364,1038,520,2,20/9/2024,Este,520,Producto 20,Electrónica,1713.66,1038,Cliente 38,cliente38@example.com,555-1630,Calle 38 #728,3,Electronica,3427.32,264
365,1020,524,5,21/9/2024,Norte,524,Producto 24,Hogar,1477.99,1020,Cliente 20,cliente20@example.com,555-9698,Calle 20 #983,1,Hogar,7389.95,265
366,1015,507,3,22/9/2024,Sur,507,Producto 7,Juguetería,209.15,1015,Cliente 15,cliente15@example.com,555-5737,Calle 15 #4,2,Jugueteria,627.45,266
367,1016,516,7,23/9/2024,Sur,516,Producto 16,Juguetería,281.38,1016,Cliente 16,cliente16@example.com,555-4604,Calle 16 #329,2,Jugueteria,1969.66,267
368,1083,505,1,24/9/2024,Norte,505,Producto 5,Juguetería,867.83,1083,Cliente 83,cliente83@example.com,555-6916,Calle 83 #878,2,Jugueteria,867.83,268
369,1088,505,8,25/9/2024,Sur,505,Producto 5,Juguetería,867.83,1088,Cliente 88,cliente88@example.com,555-1515,Calle 88 #820,2,Jugueteria,6942.64,269
370,1036,512,2,26/9/2024,Sur,512,Producto 12,Hogar,553.49,1036,Cliente 36,cliente36@example.com,555-7590,Calle 36 #977,1,Hogar,1106.98,270
371,1013,506,2,27/9/2024,Sur,506,Producto 6,Hogar,941.46,1013,Cliente 13,cliente13@example.com,555-6496,Calle 13 #427,1,Hogar,1882.92,271
372,1062,507,8,28/9/2024,Oeste,507,Producto 7,Juguetería,209.15,1062,Cliente 62,cliente62@example.com,555-1245,Calle 62 #463,2,Jugueteria,1673.2,272
373,1011,512,2,29/9/2024,Sur,512,Producto 12,Hogar,553.49,1011,Cliente 11,cliente11@example.com,555-6675,Calle 11 #946,1,Hogar,1106.98,273
374,1096,511,5,30/9/2024,Norte,511,Producto 11,Juguetería,1581.68,1096,Cliente 96,cliente96@example.com,555-6322,Calle 96 #585,2,Jugueteria,7908.4,274
375,1085,529,9,1/10/2024,Este,529,Producto 29,Electrónica,112.85,1085,Cliente 85,cliente85@example.com,555-4949,Calle 85 #15,3,Electronica,1015.65,275
376,1088,502,1,2/10/2024,Oeste,502,Producto 2,Electrónica,1317.19,1088,Cliente 88,cliente88@example.com,555-1515,Calle 88 #820,3,Electronica,1317.19,276
377,1041,505,4,3/10/2024,Norte,505,Producto 5,Juguetería,867.83,1041,Cliente 41,cliente41@example.com,555-5240,Calle 41 #849,2,Jugueteria,3471.32,277
378,1085,505,2,4/10/2024,Oeste,505,Producto 5,Juguetería,867.83,1085,Cliente 85,cliente85@example.com,555-4949,Calle 85 #15,2,Jugueteria,1735.66,278
379,1006,522,1,5/10/2024,Norte,522,Producto 22,Electrónica,782.85,1006,Cliente 6,cliente6@example.com,555-4164,Calle 6 #843,3,Electronica,782.85,279
380,1038,529,3,6/10/2024,Oeste,529,Producto 29,Electrónica,112.85,1038,Cliente 38,cliente38@example.com,555-1630,Calle 38 #728,3,Electronica,338.55,280
381,1062,523,6,7/10/2024,Norte,523,Producto 23,Periféricos,784.96,1062,Cliente 62,cliente62@example.com,555-1245,Calle 62 #463,4,Perifericos,4709.76,281
382,1088,515,2,8/10/2024,Este,515,Producto 15,Hogar,1858.17,1088,Cliente 88,cliente88@example.com,555-1515,Calle 88 #820,1,Hogar,3716.34,282
383,1083,518,8,9/10/2024,Oeste,518,Producto 18,Periféricos,889.12,1083,Cliente 83,cliente83@example.com,555-6916,Calle 83 #878,4,Perifericos,7112.96,283
384,1084,506,2,10/10/2024,Norte,506,Producto 6,Hogar,941.46,1084,Cliente 84,cliente84@example.com,555-7865,Calle 84 #320,1,Hogar,1882.92,284
385,1038,501,4,11/10/2024,Sur,501,Producto 1,Juguetería,1945.7,1038,Cliente 38,cliente38@example.com,555-1630,Calle 38 #728,2,Jugueteria,7782.8,285
386,1069,501,6,12/10/2024,Norte,501,Producto 1,Juguetería,1945.7,1069,Cliente 69,cliente69@example.com,555-6828,Calle 69 #425,2,Jugueteria,11674.2,286
387,1009,516,4,13/10/2024,Norte,516,Producto 16,Juguetería,281.38,1009,Cliente 9,cliente9@example.com,555-4614,Calle 9 #509,2,Jugueteria,1125.52,287
388,1044,517,1,14/10/2024,Oeste,517,Producto 17,Hogar,255.04,1044,Cliente 44,cliente44@example.com,555-2333,Calle 44 #654,1,Hogar,255.04,288
389,1032,530,6,15/10/2024,Este,530,Producto 30,Electrónica,582.82,1032,Cliente 32,cliente32@example.com,555-4783,Calle 32 #993,3,Electronica,3496.92,289
390,1091,518,7,16/10/2024,Norte,518,Producto 18,Periféricos,889.12,1091,Cliente 91,cliente91@example.com,555-5464,Calle 91 #193,4,Perifericos,6223.84,290
391,1037,506,8,17/10/2024,Norte,506,Producto 6,Hogar,941.46,1037,Cliente 37,cliente37@example.com,555-2807,Calle 37 #678,1,Hogar,7531.68,291
392,1051,514,3,18/10/2024,Este,514,Producto 14,Hogar,36.84,1051,Cliente 51,cliente51@example.com,555-3903,Calle 51 #234,1,Hogar,110.52,292
393,1088,505,1,19/10/2024,Sur,505,Producto 5,Juguetería,867.83,1088,Cliente 88,cliente88@example.com,555-1515,Calle 88 #820,2,Jugueteria,867.83,293
394,1010,501,9,20/10/2024,Norte,501,Producto 1,Juguetería,1945.7,1010,Cliente 10,cliente10@example.com,555-1302,Calle 10 #772,2,Jugueteria,17511.3,294
395,1061,508,6,21/10/2024,Este,508,Producto 8,Periféricos,1118.84,1061,Cliente 61,cliente61@example.com,555-5936,Calle 61 #739,4,Perifericos,6713.04,295
396,1090,512,8,22/10/2024,Sur,512,Producto 12,Hogar,553.49,1090,Cliente 90,cliente90@example.com,555-6823,Calle 90 #844,1,Hogar,4427.92,296
397,1050,509,9,23/10/2024,Este,509,Producto 9,Juguetería,560.93,1050,Cliente 50,cliente50@example.com,555-2444,Calle 50 #735,2,Jugueteria,5048.37,297
398,1051,501,7,24/10/2024,Norte,501,Producto 1,Juguetería,1945.7,1051,Cliente 51,cliente51@example.com,555-3903,Calle 51 #234,2,Jugueteria,13619.9,298
399,1027,516,2,25/10/2024,Norte,516,Producto 16,Juguetería,281.38,1027,Cliente 27,cliente27@example.com,555-4436,Calle 27 #993,2,Jugueteria,562.76,299
400,1031,502,4,26/10/2024,Sur,502,Producto 2,Electrónica,1317.19,1031,Cliente 31,cliente31@example.com,555-7137,Calle 31 #749,3,Electronica,5268.76,300
401,1075,518,8,27/10/2024,Este,518,Producto 18,Periféricos,889.12,1075,Cliente 75,cliente75@example.com,555-1446,Calle 75 #188,4,Perifericos,7112.96,301
402,1060,517,8,28/10/2024,Oeste,517,Producto 17,Hogar,255.04,1060,Cliente 60,cliente60@example.com,555-6932,Calle 60 #33,1,Hogar,2040.32,302
403,1022,522,8,29/10/2024,Este,522,Producto 22,Electrónica,782.85,1022,Cliente 22,cliente22@example.com,555-6826,Calle 22 #131,3,Electronica,6262.8,303
404,1044,523,2,30/10/2024,Sur,523,Producto 23,Periféricos,784.96,1044,Cliente 44,cliente44@example.com,555-2333,Calle 44 #654,4,Perifericos,1569.92,304
405,1066,510,4,31/10/2024,Sur,510,Producto 10,Juguetería,446.9,1066,Cliente 66,cliente66@example.com,555-4178,Calle 66 #944,2,Jugueteria,1787.6,305
406,1036,515,5,1/11/2024,Este,515,Producto 15,Hogar,1858.17,1036,Cliente 36,cliente36@example.com,555-7590,Calle 36 #977,1,Hogar,9290.85,306
407,1051,507,7,2/11/2024,Norte,507,Producto 7,Juguetería,209.15,1051,Cliente 51,cliente51@example.com,555-3903,Calle 51 #234,2,Jugueteria,1464.05,307
408,1019,528,8,3/11/2024,Sur,528,Producto 28,Electrónica,148.14,1019,Cliente 19,cliente19@example.com,555-3214,Calle 19 #290,3,Electronica,1185.12,308
409,1060,511,7,4/11/2024,Norte,511,Producto 11,Juguetería,1581.68,1060,Cliente 60,cliente60@example.com,555-6932,Calle 60 #33,2,Jugueteria,11071.76,309
410,1031,524,3,5/11/2024,Oeste,524,Producto 24,Hogar,1477.99,1031,Cliente 31,cliente31@example.com,555-7137,Calle 31 #749,1,Hogar,4433.97,310
411,1050,514,1,6/11/2024,Sur,514,Producto 14,Hogar,36.84,1050,Cliente 50,cliente50@example.com,555-2444,Calle 50 #735,1,Hogar,36.84,311
412,1005,504,6,7/11/2024,Norte,504,Producto 4,Electrónica,1195.43,1005,Cliente 5,cliente5@example.com,555-2684,Calle 5 #824,3,Electronica,7172.58,312
413,1063,509,5,8/11/2024,Este,509,Producto 9,Juguetería,560.93,1063,Cliente 63,cliente63@example.com,555-3563,Calle 63 #653,2,Jugueteria,2804.65,313
414,1035,510,1,9/11/2024,Norte,510,Producto 10,Juguetería,446.9,1035,Cliente 35,cliente35@example.com,555-5074,Calle 35 #446,2,Jugueteria,446.9,314
415,1005,524,4,10/11/2024,Oeste,524,Producto 24,Hogar,1477.99,1005,Cliente 5,cliente5@example.com,555-2684,Calle 5 #824,1,Hogar,5911.96,315
416,1002,507,7,11/11/2024,Norte,507,Producto 7,Juguetería,209.15,1002,Cliente 2,cliente2@example.com,555-1159,Calle 2 #506,2,Jugueteria,1464.05,316
417,1012,504,3,12/11/2024,Norte,504,Producto 4,Electrónica,1195.43,1012,Cliente 12,cliente12@example.com,555-5692,Calle 12 #991,3,Electronica,3586.29,317
418,1008,501,1,13/11/2024,Este,501,Producto 1,Juguetería,1945.7,1008,Cliente 8,cliente8@example.com,555-3783,Calle 8 #116,2,Jugueteria,1945.7,318
419,1047,528,4,14/11/2024,Oeste,528,Producto 28,Electrónica,148.14,1047,Cliente 47,cliente47@example.com,555-6149,Calle 47 #686,3,Electronica,592.56,319
420,1066,504,7,15/11/2024,Oeste,504,Producto 4,Electrónica,1195.43,1066,Cliente 66,cliente66@example.com,555-4178,Calle 66 #944,3,Electronica,8368.01,320
421,1095,504,3,16/11/2024,Norte,504,Producto 4,Electrónica,1195.43,1095,Cliente 95,cliente95@example.com,555-4408,Calle 95 #401,3,Electronica,3586.29,321
